EventID, SimTime, SysTime, EventType, Node, Object
1,57,1688580264935,Event_NewTransactionArrival,3,1
2,118,1688580264960,Event_NewTransactionArrival,3,2
3,133,1688580264960,Event_NewTransactionArrival,3,3
4,139,1688580264961,Event_NewTransactionArrival,3,4
5,211,1688580264961,Event_NewTransactionArrival,2,5
6,220,1688580264961,Event_NewTransactionArrival,2,6
7,287,1688580264961,Event_NewTransactionArrival,3,7
8,633,1688580264961,Event_NewTransactionArrival,2,8
9,726,1688580264961,Event_NewTransactionArrival,3,9
10,820,1688580264961,Event_NewTransactionArrival,2,10
11,914,1688580264961,Event_TransactionPropagation,1,1
12,920,1688580264961,Event_TransactionPropagation,1,2
13,966,1688580264961,Event_NewTransactionArrival,2,11
14,983,1688580264961,Event_TransactionPropagation,1,4
15,983,1688580264961,Event_TransactionPropagation,1,5
16,994,1688580264961,Event_NewTransactionArrival,1,12
17,1027,1688580264961,Event_TransactionPropagation,3,5
18,1030,1688580264962,Event_TransactionPropagation,1,3
19,1039,1688580264962,Event_TransactionPropagation,2,2
20,1041,1688580264962,Event_TransactionPropagation,2,1
21,1104,1688580264962,Event_TransactionPropagation,1,6
22,1108,1688580264962,Event_TransactionPropagation,2,4
23,1154,1688580264962,Event_TransactionPropagation,3,6
24,1155,1688580264962,Event_NewTransactionArrival,3,13
25,1164,1688580264962,Event_TransactionPropagation,2,3
26,1270,1688580264962,Event_NewTransactionArrival,3,14
27,1395,1688580264962,Event_NewTransactionArrival,1,15
28,1410,1688580264962,Event_TransactionPropagation,1,7
29,1567,1688580264962,Event_TransactionPropagation,1,8
30,1571,1688580264962,Event_TransactionPropagation,3,12
31,1576,1688580264962,Event_TransactionPropagation,2,7
32,1620,1688580264962,Event_TransactionPropagation,3,8
33,1621,1688580264962,Event_TransactionPropagation,2,12
34,1678,1688580264962,Event_NewTransactionArrival,2,16
35,1697,1688580264962,Event_TransactionPropagation,1,9
36,1749,1688580264962,Event_NewTransactionArrival,3,17
37,1780,1688580264962,Event_TransactionPropagation,1,11
38,1781,1688580264963,Event_TransactionPropagation,1,13
39,1826,1688580264963,Event_TransactionPropagation,3,11
40,1841,1688580264963,Event_TransactionPropagation,2,9
41,1874,1688580264963,Event_TransactionPropagation,2,13
42,1918,1688580264963,Event_TransactionPropagation,1,10
43,1980,1688580264963,Event_TransactionPropagation,3,10
44,2136,1688580264963,Event_NewTransactionArrival,2,18
45,2207,1688580264963,Event_NewTransactionArrival,3,19
46,2239,1688580264963,Event_TransactionPropagation,1,14
47,2242,1688580264963,Event_NewTransactionArrival,3,20
48,2383,1688580264963,Event_TransactionPropagation,2,14
49,2513,1688580264963,Event_TransactionPropagation,3,15
50,2517,1688580264963,Event_NewTransactionArrival,2,21
51,2570,1688580264963,Event_TransactionPropagation,1,17
52,2574,1688580264963,Event_TransactionPropagation,1,16
53,2611,1688580264963,Event_TransactionPropagation,2,15
54,2625,1688580264963,Event_TransactionPropagation,3,16
55,2688,1688580264963,Event_NewTransactionArrival,1,22
56,2693,1688580264963,Event_TransactionPropagation,2,17
57,2785,1688580264963,Event_NewTransactionArrival,2,23
58,2816,1688580264963,Event_TransactionPropagation,1,19
59,2907,1688580264964,Event_TransactionPropagation,2,19
60,2965,1688580264964,Event_TransactionPropagation,1,20
61,3073,1688580264964,Event_TransactionPropagation,2,20
62,3187,1688580264964,Event_TransactionPropagation,1,21
63,3225,1688580264964,Event_TransactionPropagation,3,21
64,3233,1688580264964,Event_NewTransactionArrival,1,24
65,3290,1688580264964,Event_NewTransactionArrival,1,25
66,3293,1688580264964,Event_NewTransactionArrival,1,26
67,3306,1688580264964,Event_TransactionPropagation,1,18
68,3306,1688580264964,Event_NewTransactionArrival,3,27
69,3372,1688580264964,Event_TransactionPropagation,3,18
70,3490,1688580264964,Event_TransactionPropagation,3,22
71,3530,1688580264964,Event_NewTransactionArrival,1,28
72,3560,1688580264964,Event_TransactionPropagation,2,22
73,3616,1688580264964,Event_NewTransactionArrival,1,29
74,3637,1688580264964,Event_TransactionPropagation,1,23
75,3685,1688580264964,Event_TransactionPropagation,3,23
76,3949,1688580264964,Event_NewTransactionArrival,1,30
77,3959,1688580264964,Event_NewTransactionArrival,3,31
78,3978,1688580264964,Event_NewTransactionArrival,2,32
79,3991,1688580264964,Event_TransactionPropagation,3,24
80,4003,1688580264965,Event_NewTransactionArrival,2,33
81,4006,1688580264965,Event_NewTransactionArrival,2,34
82,4023,1688580264965,Event_NewTransactionArrival,2,35
83,4041,1688580264965,Event_NewTransactionArrival,2,36
84,4057,1688580264965,Event_TransactionPropagation,2,24
85,4077,1688580264965,Event_TransactionPropagation,3,28
86,4087,1688580264965,Event_NewTransactionArrival,2,37
87,4103,1688580264965,Event_TransactionPropagation,3,25
88,4125,1688580264965,Event_TransactionPropagation,2,28
89,4139,1688580264965,Event_NewTransactionArrival,2,38
90,4174,1688580264965,Event_TransactionPropagation,2,25
91,4182,1688580264965,Event_TransactionPropagation,3,26
92,4199,1688580264965,Event_TransactionPropagation,1,27
93,4260,1688580264965,Event_TransactionPropagation,2,26
94,4260,1688580264965,Event_NewTransactionArrival,3,39
95,4332,1688580264965,Event_TransactionPropagation,2,27
96,4364,1688580264965,Event_TransactionPropagation,3,29
97,4430,1688580264965,Event_TransactionPropagation,2,29
98,4607,1688580264965,Event_TransactionPropagation,3,30
99,4641,1688580264966,Event_NewTransactionArrival,3,40
100,4665,1688580264966,Event_TransactionPropagation,2,30
101,4735,1688580264966,Event_TransactionPropagation,1,34
102,4750,1688580264966,Event_TransactionPropagation,1,31
103,4777,1688580264966,Event_TransactionPropagation,3,34
104,4794,1688580264966,Event_TransactionPropagation,1,37
105,4832,1688580264966,Event_TransactionPropagation,1,38
106,4834,1688580264966,Event_TransactionPropagation,3,37
107,4852,1688580264966,Event_TransactionPropagation,1,36
108,4857,1688580264966,Event_NewTransactionArrival,1,41
109,4867,1688580264966,Event_TransactionPropagation,2,31
110,4871,1688580264966,Event_TransactionPropagation,3,38
111,4897,1688580264966,Event_TransactionPropagation,3,36
112,4972,1688580264966,Event_TransactionPropagation,1,32
113,4983,1688580264966,Event_TransactionPropagation,1,35
114,4991,1688580264966,Event_TransactionPropagation,1,39
115,5011,1688580264966,Event_NewTransactionArrival,1,42
116,5028,1688580264966,Event_TransactionPropagation,3,32
117,5032,1688580264966,Event_TransactionPropagation,1,33
118,5038,1688580264966,Event_TransactionPropagation,3,35
119,5090,1688580264966,Event_TransactionPropagation,3,33
120,5100,1688580264967,Event_TransactionPropagation,2,39
121,5233,1688580264967,Event_TransactionPropagation,1,40
122,5301,1688580264967,Event_NewTransactionArrival,1,43
123,5321,1688580264967,Event_TransactionPropagation,2,40
124,5468,1688580264967,Event_NewTransactionArrival,1,44
125,5540,1688580264967,Event_NewTransactionArrival,2,45
126,5700,1688580264967,Event_TransactionPropagation,3,41
127,5770,1688580264967,Event_NewTransactionArrival,1,46
128,5773,1688580264967,Event_TransactionPropagation,2,41
129,5800,1688580264967,Event_NewTransactionArrival,1,47
130,5920,1688580264967,Event_TransactionPropagation,3,42
131,5999,1688580264967,Event_TransactionPropagation,2,42
132,6037,1688580264967,Event_TransactionPropagation,3,43
133,6101,1688580264967,Event_TransactionPropagation,2,43
134,6209,1688580264967,Event_NewTransactionArrival,3,48
135,6268,1688580264967,Event_TransactionPropagation,3,44
136,6338,1688580264967,Event_TransactionPropagation,2,44
137,6369,1688580264967,Event_NewTransactionArrival,3,49
138,6442,1688580264968,Event_TransactionPropagation,1,45
139,6481,1688580264968,Event_TransactionPropagation,3,47
140,6486,1688580264968,Event_TransactionPropagation,3,46
141,6493,1688580264968,Event_TransactionPropagation,3,45
142,6540,1688580264968,Event_TransactionPropagation,2,47
143,6548,1688580264968,Event_TransactionPropagation,2,46
144,6819,1688580264968,Event_TransactionPropagation,1,48
145,6897,1688580264968,Event_NewTransactionArrival,3,50
146,6910,1688580264968,Event_TransactionPropagation,2,48
147,6970,1688580264968,Event_NewTransactionArrival,1,51
148,7095,1688580264968,Event_TransactionPropagation,1,49
149,7203,1688580264968,Event_TransactionPropagation,2,49
150,7232,1688580264968,Event_NewTransactionArrival,3,52
151,7360,1688580264968,Event_NewTransactionArrival,3,53
152,7420,1688580264968,Event_NewTransactionArrival,1,54
153,7494,1688580264968,Event_NewTransactionArrival,1,55
154,7559,1688580264968,Event_NewTransactionArrival,1,56
155,7578,1688580264968,Event_NewTransactionArrival,2,57
156,7726,1688580264968,Event_NewTransactionArrival,3,58
157,7745,1688580264969,Event_TransactionPropagation,1,50
158,7761,1688580264969,Event_NewTransactionArrival,1,59
159,7800,1688580264969,Event_TransactionPropagation,3,51
160,7830,1688580264969,Event_NewTransactionArrival,2,60
161,7871,1688580264969,Event_TransactionPropagation,2,50
162,7872,1688580264969,Event_TransactionPropagation,2,51
163,7942,1688580264969,Event_NewTransactionArrival,1,61
164,8113,1688580264969,Event_TransactionPropagation,1,52
165,8127,1688580264969,Event_NewTransactionArrival,3,62
166,8167,1688580264969,Event_TransactionPropagation,1,53
